Column 1,Column 2,Correlation Coefficient
l1app_main_ebbupool_act_1_total_events,gnb_du_layer2_pr_accumulator_total_runtime,0.980712218002076
l1app_main_ebbupool_act_1_total_events,l1app_main_ebbupool_act_1_total_runtime,0.9988172397902407
l1app_main_ebbupool_act_1_total_events,gnb_cu_pdcp_0_0_pdcp_master_0_outliers,0.9640665114736887
l1app_main_ebbupool_act_1_total_events,gnb_cu_pdcp_0_0_pdcp_worker_0_outliers,0.9818234230134453
l1app_main_ebbupool_act_1_total_events,gnb_du_layer2_pr_accumulator_outliers,0.981243119078995
l1app_main_ebbupool_act_2_total_events,l1app_main_ebbupool_act_2_total_runtime,0.9999587884664175
l1app_main_ebbupool_act_2_total_events,l1app_main_ebbupool_act_2_range,0.9548948898366272
l1app_main_ebbupool_act_2_total_events,l1app_main_ebbupool_act_2_var,0.9783618043470836
l1app_main_ebbupool_act_2_total_events,l1app_main_ebbupool_act_2_std,0.9990725359834921
l1app_main_ebbupool_act_2_total_events,l1app_main_ebbupool_act_2_irq,0.99648424079836
l1app_main_ebbupool_act_3_total_events,l1app_main_ebbupool_act_3_total_runtime,0.9999710682110748
l1app_main_ebbupool_act_3_total_events,l1app_main_ebbupool_act_3_range,0.9566218200896773
l1app_main_ebbupool_act_3_total_events,l1app_main_ebbupool_act_3_var,0.988476765527491
l1app_main_ebbupool_act_3_total_events,l1app_main_ebbupool_act_3_std,0.9991999869748689
l1app_main_ebbupool_act_3_total_events,l1app_main_ebbupool_act_3_irq,0.9965236865877499
ptp4l_ptp4l_total_events,ptp4l_ptp4l_total_runtime,0.980804102848524
gnb_cu_pdcp_0_0_pdcp_master_0_total_runtime,gnb_cu_pdcp_0_0_pdcp_worker_0_total_runtime,0.9725625702431077
gnb_cu_pdcp_0_0_pdcp_master_0_total_runtime,gnb_du_layer2_pr_accumulator_total_runtime,0.9834660477937835
gnb_cu_pdcp_0_0_pdcp_master_0_total_runtime,l1app_main_ebbupool_act_1_total_runtime,0.9661792427409975
gnb_cu_pdcp_0_0_pdcp_master_0_total_runtime,gnb_cu_pdcp_0_0_pdcp_master_0_outliers,0.9991409997186176
gnb_cu_pdcp_0_0_pdcp_master_0_total_runtime,gnb_cu_pdcp_0_0_pdcp_worker_0_outliers,0.9717405227092119
gnb_cu_pdcp_0_0_pdcp_master_0_total_runtime,gnb_du_layer2_pr_accumulator_outliers,0.9836923315760022
gnb_cu_pdcp_0_0_pdcp_worker_0_total_runtime,gnb_du_layer2_f1_du_worker_0_total_runtime,0.9574764074239739
gnb_cu_pdcp_0_0_pdcp_worker_0_total_runtime,gnb_du_layer2_pr_accumulator_total_runtime,0.9880638878765213
gnb_cu_pdcp_0_0_pdcp_worker_0_total_runtime,l1app_main_ebbupool_act_0_total_runtime,0.9636030112601144
gnb_cu_pdcp_0_0_pdcp_worker_0_total_runtime,l1app_main_ebbupool_act_1_total_runtime,0.9843670099967143
gnb_cu_pdcp_0_0_pdcp_worker_0_total_runtime,gnb_cu_pdcp_0_0_pdcp_master_0_outliers,0.9721334061308725
gnb_cu_pdcp_0_0_pdcp_worker_0_total_runtime,gnb_cu_pdcp_0_0_pdcp_worker_0_outliers,0.9989286113735416
gnb_cu_pdcp_0_0_pdcp_worker_0_total_runtime,gnb_du_layer2_pr_accumulator_outliers,0.9883802377413812
gnb_cu_pdcp_0_0_recv_data_0_total_runtime,gnb_du_layer2_rlcAccum_DU1_total_runtime,0.9734528376914588
gnb_cu_pdcp_0_0_recv_data_0_total_runtime,gnb_du_layer2_rlcTimer_DU1_total_runtime,0.9833910195688083
gnb_cu_pdcp_0_0_recv_data_0_total_runtime,gnb_du_layer2_rlcTimer_DU1_var,0.9810122681272829
gnb_cu_pdcp_0_0_recv_data_0_total_runtime,gnb_du_layer2_rlcTimer_DU1_std,0.9830591308873616
gnb_cu_pdcp_0_0_recv_data_0_total_runtime,gnb_cu_pdcp_0_0_recv_data_0_outliers,0.9887308890319789
gnb_du_layer2_f1_du_worker_0_total_runtime,l1app_main_ebbupool_act_1_total_runtime,0.9518779349148261
gnb_du_layer2_pr_accumulator_total_runtime,l1app_main_ebbupool_act_1_total_runtime,0.981874902267699
gnb_du_layer2_pr_accumulator_total_runtime,l1app_main_ebbupool_act_1_var,0.9531666771258506
gnb_du_layer2_pr_accumulator_total_runtime,gnb_cu_pdcp_0_0_pdcp_master_0_outliers,0.983338755322451
gnb_du_layer2_pr_accumulator_total_runtime,gnb_cu_pdcp_0_0_pdcp_worker_0_outliers,0.9876349973785065
gnb_du_layer2_pr_accumulator_total_runtime,gnb_du_layer2_pr_accumulator_outliers,0.9996805016160855
gnb_du_layer2_rlcAccum_DU1_total_runtime,gnb_du_layer2_rlcTimer_DU1_total_runtime,0.9898248151507183
gnb_du_layer2_rlcAccum_DU1_total_runtime,gnb_du_layer2_rlcTimer_DU1_var,0.9825585288688569
gnb_du_layer2_rlcAccum_DU1_total_runtime,gnb_du_layer2_rlcTimer_DU1_std,0.9874196270499886
gnb_du_layer2_rlcAccum_DU1_total_runtime,gnb_cu_pdcp_0_0_recv_data_0_outliers,0.9751075212987634
gnb_du_layer2_rlcAccum_DU1_total_runtime,gnb_du_layer2_rlcAccum_DU1_outliers,0.9557139184519677
gnb_du_layer2_rlcTimer_DU1_total_runtime,gnb_du_layer2_rlcTimer_DU1_var,0.9937106632523695
gnb_du_layer2_rlcTimer_DU1_total_runtime,gnb_du_layer2_rlcTimer_DU1_std,0.9988440979079998
gnb_du_layer2_rlcTimer_DU1_total_runtime,gnb_cu_pdcp_0_0_recv_data_0_outliers,0.984927987555719
l1app_main_ebbupool_act_1_total_runtime,gnb_cu_pdcp_0_0_pdcp_master_0_outliers,0.9651330106773215
l1app_main_ebbupool_act_1_total_runtime,gnb_cu_pdcp_0_0_pdcp_worker_0_outliers,0.9839209226778117
l1app_main_ebbupool_act_1_total_runtime,gnb_du_layer2_pr_accumulator_outliers,0.9825357625690622
l1app_main_ebbupool_act_2_total_runtime,l1app_main_ebbupool_act_2_range,0.9545897482862619
l1app_main_ebbupool_act_2_total_runtime,l1app_main_ebbupool_act_2_var,0.9783833134465869
l1app_main_ebbupool_act_2_total_runtime,l1app_main_ebbupool_act_2_std,0.9990247154662535
l1app_main_ebbupool_act_2_total_runtime,l1app_main_ebbupool_act_2_irq,0.9960558225695523
l1app_main_ebbupool_act_3_total_runtime,l1app_main_ebbupool_act_3_range,0.9567610928831004
l1app_main_ebbupool_act_3_total_runtime,l1app_main_ebbupool_act_3_var,0.9882395977537841
l1app_main_ebbupool_act_3_total_runtime,l1app_main_ebbupool_act_3_std,0.999164216998176
l1app_main_ebbupool_act_3_total_runtime,l1app_main_ebbupool_act_3_irq,0.9961795909758323
gnb_cu_pdcp_0_0_pdcp_master_0_mean,gnb_cu_pdcp_0_0_pdcp_master_0_skewness,-0.9936203268954555
gnb_cu_pdcp_0_0_pdcp_master_0_mean,gnb_cu_pdcp_0_0_pdcp_master_0_kurtosis,-0.9935250919403535
gnb_du_layer2_pr_accumulator_mean,gnb_du_layer2_pr_accumulator_skewness,-0.9778664216749849
gnb_du_layer2_pr_accumulator_mean,gnb_du_layer2_pr_accumulator_kurtosis,-0.9777145720318258
l1app_main_ebbupool_act_2_range,l1app_main_ebbupool_act_2_std,0.9550490934619174
l1app_main_ebbupool_act_2_range,l1app_main_ebbupool_act_2_irq,0.9518858551359589
l1app_main_ebbupool_act_3_range,l1app_main_ebbupool_act_3_std,0.9574293450276988
phc2sys_phc2sys_range,ptp4l_ptp4l_range,1.0
dumgr_du_1_DUMGR_LOGGER_1_var,dumgr_du_1_DUMGR_LOGGER_1_std,0.9549397725975136
gnb_cu_pdcp_0_0_pdcp_master_0_var,gnb_cu_pdcp_0_0_pdcp_master_0_std,0.9924956005069585
gnb_cu_pdcp_0_0_pdcp_worker_0_var,gnb_cu_pdcp_0_0_pdcp_worker_0_std,0.9911681547733894
gnb_cu_pdcp_0_0_recv_data_0_var,gnb_cu_pdcp_0_0_recv_data_0_std,0.9795835643122642
gnb_du_layer2_f1_du_worker_0_var,gnb_du_layer2_f1_du_worker_0_std,0.9845483718438209
gnb_du_layer2_pr_accumulator_var,gnb_du_layer2_pr_accumulator_std,0.9829271499250387
gnb_du_layer2_rlcTimer_DU1_var,gnb_du_layer2_rlcTimer_DU1_std,0.9941079565590084
gnb_du_layer2_rlcTimer_DU1_var,gnb_cu_pdcp_0_0_recv_data_0_outliers,0.9793182037846165
gnb_du_layer2_rlcWorkrDU1__var,gnb_du_layer2_rlcWorkrDU1__std,0.989010869533049
l1app_main_ebbupool_act_0_var,l1app_main_ebbupool_act_0_std,0.9941559797484645
l1app_main_ebbupool_act_1_var,l1app_main_ebbupool_act_1_std,0.9934707240299673
l1app_main_ebbupool_act_1_var,gnb_du_layer2_pr_accumulator_outliers,0.9533215373262652
l1app_main_ebbupool_act_2_var,l1app_main_ebbupool_act_2_std,0.9800384396914433
l1app_main_ebbupool_act_2_var,l1app_main_ebbupool_act_2_irq,0.970932548739763
l1app_main_ebbupool_act_3_var,l1app_main_ebbupool_act_3_std,0.9890209080610575
l1app_main_ebbupool_act_3_var,l1app_main_ebbupool_act_3_irq,0.9853774867931413
gnb_du_layer2_rlcTimer_DU1_std,gnb_cu_pdcp_0_0_recv_data_0_outliers,0.9832533250910154
l1app_main_ebbupool_act_2_std,l1app_main_ebbupool_act_2_irq,0.995337632213424
l1app_main_ebbupool_act_3_std,l1app_main_ebbupool_act_3_irq,0.9959629612002519
dumgr_du_1_DUMGR_LOGGER_1_skewness,dumgr_du_1_DUMGR_LOGGER_1_kurtosis,0.9991311910860289
dumgr_du_1_dumgr_du_1_skewness,dumgr_du_1_dumgr_du_1_kurtosis,0.999830295461129
gnb_cu_l3_l3_main_skewness,gnb_cu_l3_l3_main_kurtosis,0.993271150196798
gnb_cu_pdcp_0_0_pdcp_master_0_skewness,gnb_cu_pdcp_0_0_pdcp_master_0_kurtosis,0.9999980911592147
gnb_cu_pdcp_0_0_pdcp_worker_0_skewness,gnb_cu_pdcp_0_0_pdcp_worker_0_kurtosis,0.9999925280397235
gnb_cu_pdcp_0_0_recv_data_0_skewness,gnb_cu_pdcp_0_0_recv_data_0_kurtosis,0.999985811739097
gnb_du_layer2_LowPrio_DU1_C0_skewness,gnb_du_layer2_LowPrio_DU1_C0_kurtosis,0.9993572119150989
gnb_du_layer2_TxCtrl_DU1_C0_skewness,gnb_du_layer2_TxCtrl_DU1_C0_kurtosis,0.9975347398299795
gnb_du_layer2_f1_du_worker_0_skewness,gnb_du_layer2_f1_du_worker_0_kurtosis,0.9999806506607223
gnb_du_layer2_pr_accumulator_skewness,gnb_du_layer2_pr_accumulator_kurtosis,0.9999994323851489
gnb_du_layer2_rlcAccum_DU1_skewness,gnb_du_layer2_rlcAccum_DU1_kurtosis,0.9999999248955959
gnb_du_layer2_rlcTimer_DU1_skewness,gnb_du_layer2_rlcTimer_DU1_kurtosis,0.9999988553328012
gnb_du_layer2_rlcWorkrDU1__skewness,gnb_du_layer2_rlcWorkrDU1__kurtosis,0.9998707407265017
l1app_main_ebbupool_act_0_skewness,l1app_main_ebbupool_act_0_kurtosis,0.9999900234066761
l1app_main_ebbupool_act_1_skewness,l1app_main_ebbupool_act_1_kurtosis,0.9999904510933991
l1app_main_ebbupool_act_2_skewness,l1app_main_ebbupool_act_2_kurtosis,0.9975189475752674
l1app_main_ebbupool_act_3_skewness,l1app_main_ebbupool_act_3_kurtosis,0.9967413650291245
phc2sys_phc2sys_skewness,phc2sys_phc2sys_kurtosis,0.9975229161895702
ptp4l_ptp4l_skewness,ptp4l_ptp4l_kurtosis,0.9947244476478584
gnb_cu_pdcp_0_0_pdcp_master_0_outliers,gnb_cu_pdcp_0_0_pdcp_worker_0_outliers,0.9716943709960433
gnb_cu_pdcp_0_0_pdcp_master_0_outliers,gnb_du_layer2_pr_accumulator_outliers,0.9836731397109784
gnb_cu_pdcp_0_0_pdcp_worker_0_outliers,gnb_du_layer2_pr_accumulator_outliers,0.9881188604749681
gnb_du_layer2_f1_du_worker_0_outliers,gnb_du_layer2_rlcWorkrDU1__outliers,0.9774478379557638
in_octet_total_Ethernet15/2,in_octet_total_Ethernet31/1,0.9999998844881033
in_octet_total_Ethernet15/2,out_octet_total_Ethernet15/2,0.9999998600735323
in_octet_total_Ethernet15/2,out_octet_total_Ethernet31/1,0.9999999626138142
in_octet_total_Ethernet31/1,out_octet_total_Ethernet15/2,0.9999999875987978
in_octet_total_Ethernet31/1,out_octet_total_Ethernet31/1,0.999999934520491
out_octet_total_Ethernet15/2,out_octet_total_Ethernet31/1,0.9999999388383906
